filename	acq_time	operator	randstr
anat/sub-131_T1w.nii.gz	2018-09-06T17:10:41.087500	Preston	9a185ff7
anat/sub-131_run-1_T2w.nii.gz	2018-09-06T17:19:41.760000	Preston	4d0d68f2
anat/sub-131_run-2_T2w.nii.gz	2018-09-06T17:24:55.767500	Preston	ed8ce9b1
fmap/sub-131_run-1_magnitude1.nii.gz	2018-09-06T17:32:05.547500	Preston	100e82ec
fmap/sub-131_run-1_magnitude2.nii.gz	2018-09-06T17:32:05.547500	Preston	100e82ec
fmap/sub-131_run-1_phasediff.nii.gz	2018-09-06T17:32:06.180000	Preston	5f7e4d33
func/sub-131_task-struct_run-1_sbref.nii.gz	2018-09-06T17:35:55.435000	Preston	0234e93e
func/sub-131_task-struct_run-1_bold.nii.gz	2018-09-06T17:36:05.435000	Preston	d46cd802
func/sub-131_task-struct_run-2_sbref.nii.gz	2018-09-06T17:48:03.932500	Preston	6041dd56
func/sub-131_task-struct_run-2_bold.nii.gz	2018-09-06T17:48:13.932500	Preston	ed49530c
func/sub-131_task-struct_run-3_sbref.nii.gz	2018-09-06T18:00:24.227500	Preston	4361e582
func/sub-131_task-struct_run-3_bold.nii.gz	2018-09-06T18:00:34.227500	Preston	d4864175
fmap/sub-131_run-2_magnitude1.nii.gz	2018-09-06T18:21:38.517500	Preston	e36d05c3
fmap/sub-131_run-2_magnitude2.nii.gz	2018-09-06T18:21:38.517500	Preston	e36d05c3
fmap/sub-131_run-2_phasediff.nii.gz	2018-09-06T18:21:39.150000	Preston	796767f5
func/sub-131_task-struct_run-4_sbref.nii.gz	2018-09-06T18:32:52.247500	Preston	4cf0537f
func/sub-131_task-struct_run-4_bold.nii.gz	2018-09-06T18:33:02.247500	Preston	528c1eed
func/sub-131_task-struct_run-5_sbref.nii.gz	2018-09-06T18:44:27.672500	Preston	634ef1f9
func/sub-131_task-struct_run-5_bold.nii.gz	2018-09-06T18:44:37.672500	Preston	c295fa2e
func/sub-131_task-struct_run-6_sbref.nii.gz	2018-09-06T18:56:04.970000	Preston	ec35dbcc
func/sub-131_task-struct_run-6_bold.nii.gz	2018-09-06T18:56:14.970000	Preston	03a2ef06
