filename	acq_time	operator	randstr
anat/sub-114_T1w.nii.gz	2018-04-24T17:39:39.075000	Preston	13548d3d
anat/sub-114_run-1_T2w.nii.gz	2018-04-24T17:46:36.417500	Preston	4ff49dfb
anat/sub-114_run-2_T2w.nii.gz	2018-04-24T17:52:47.710000	Preston	1c31437d
fmap/sub-114_run-1_magnitude1.nii.gz	2018-04-24T18:02:14.495000	Preston	f6902d79
fmap/sub-114_run-1_magnitude2.nii.gz	2018-04-24T18:02:14.495000	Preston	f6902d79
fmap/sub-114_run-1_phasediff.nii.gz	2018-04-24T18:02:15.127500	Preston	4af264e2
func/sub-114_task-struct_run-1_sbref.nii.gz	2018-04-24T18:05:24.285000	Preston	0fe86b8e
func/sub-114_task-struct_run-1_bold.nii.gz	2018-04-24T18:05:34.285000	Preston	6e16da08
func/sub-114_task-struct_run-2_sbref.nii.gz	2018-04-24T18:17:30.230000	Preston	832b0015
func/sub-114_task-struct_run-2_bold.nii.gz	2018-04-24T18:17:40.230000	Preston	3bc0eea8
func/sub-114_task-struct_run-3_sbref.nii.gz	2018-04-24T18:29:15.702500	Preston	30b355fa
func/sub-114_task-struct_run-3_bold.nii.gz	2018-04-24T18:29:25.702500	Preston	80ce0736
fmap/sub-114_run-2_magnitude1.nii.gz	2018-04-24T18:55:32.507500	Preston	25c52117
fmap/sub-114_run-2_magnitude2.nii.gz	2018-04-24T18:55:32.507500	Preston	25c52117
fmap/sub-114_run-2_phasediff.nii.gz	2018-04-24T18:55:33.137500	Preston	eef7269f
func/sub-114_task-struct_run-4_sbref.nii.gz	2018-04-24T18:58:49.220000	Preston	4af64c00
func/sub-114_task-struct_run-4_bold.nii.gz	2018-04-24T18:58:59.220000	Preston	0699ccb2
func/sub-114_task-struct_run-5_sbref.nii.gz	2018-04-24T19:10:13.235000	Preston	2681ff63
func/sub-114_task-struct_run-5_bold.nii.gz	2018-04-24T19:10:23.235000	Preston	0e3824ab
func/sub-114_task-struct_run-6_sbref.nii.gz	2018-04-24T19:21:50.575000	Preston	9bdcc486
func/sub-114_task-struct_run-6_bold.nii.gz	2018-04-24T19:22:00.575000	Preston	0686f332
